12950	18482	15912	28142
20018	20844	25292	33702
11214	18879	15991	30022
11650	19017	16040	31862
32686	18672	16012	57383
18704	18844	16125	32521
13604	18938	16227	36566
11416	18704	16094	56523
12432	36514	16150	28509
13274	32944	15362	28368
13934	18207	15462	28446
11760	18272	15428	31108
23402	18045	15412	27858
11236	18218	15496	31483
17840	19750	17045	36118
13948	21031	15600	52283
20112	18170	15510	41533
10522	18105	15372	28050
10766	18098	15320	28126
12348	68255	15342	28490
13054	18194	15359	28763
11444	18191	15338	27790
12734	18041	15388	32165
14544	18462	15437	33791
12174	18065	15357	34063
10770	18229	15347	33769
12494	18059	15334	34863
11956	18066	15365	61759
13242	18076	15442	34009
11886	18010	15331	31078
10414	18213	15397	27784
11534	18130	15430	34044
11264	18305	15377	30966
11760	18030	15354	33620
11608	18266	15464	31709
10902	18746	15399	31316
12470	18091	15411	33565
14474	18043	15390	30359
13670	18079	15379	33289
10728	18074	15355	27751
11054	18272	15390	28979
12394	18329	15339	27879
9570	18455	15490	28101
12042	18387	31403	30454
13542	18348	15538	40385
12922	18325	15521	111018
13806	18032	15427	36563
13476	18105	15405	45982
23618	18231	15532	36187
11392	18208	15436	31870
12056	18251	15392	34454
14220	22025	15501	50296
12516	17983	15350	30124
12126	18182	15272	27098
12842	20974	18019	34147
14290	18386	15528	28432
12700	45461	15374	32742
12790	18327	15457	144747
13280	18355	15369	30888
11716	20148	18907	29068
17490	18414	15424	30984
10258	18090	15323	30437
26568	19408	16455	48460
10352	18794	16012	27938
20136	18674	16068	28479
12446	18658	15796	37164
41090	18612	15900	38866
13082	18500	15907	36419
11618	69859	16315	34981
12996	18679	15984	29278
13152	18495	15941	33559
11170	34421	16028	33910
13674	18693	15852	31251
12018	18964	15993	32161
10944	18461	16113	64350
30150	18569	16071	49838
66248	18687	15932	42046
10996	114081	29528	33343
18436	18595	16044	54312
25514	18641	16132	38730
17316	18324	15913	54863
14470	18550	16077	29135
25542	18812	16170	44967
9820	18769	16044	31929
23858	20538	17117	30899
13354	18852	16073	31432
10912	18728	15904	30854
12320	18968	16016	29502
12574	18531	15896	29463
11910	18599	15843	28915
11632	18728	16032	27979
26974	18465	14791	39413
10480	18217	15440	27072
14042	195835	16094	45227
10860	18117	15304	28586
33496	22552	20665	32446
15124	18147	15341	27296
15270	18297	15439	31996
11896	18470	15491	44271
20164	18111	15307	38247
11698	18212	15355	27028
25482	18108	15374	53292
38606	17964	15418	27715
10860	18055	15332	32022
10836	18122	15341	27451
10480	18310	15396	27338
17520	18281	15248	27140
11476	18333	15358	28030
11090	18180	15390	28880
12794	18095	15342	27493
12342	18012	27655	32274
11900	18092	15357	28703
24064	32238	15412	32677
11176	19085	37443	27915
13796	17983	15406	28331
18282	18654	16981	36238
19162	18298	15464	42720
12480	18701	16894	28436
12822	18588	15359	29049
117910	18279	15420	42015
46484	18180	15326	31038
15486	18116	15373	49334
11764	32138	15401	37027
40502	18250	15480	38157
11280	18144	15351	27399
11952	18124	15456	32651
21708	20460	17382	82313
11670	18038	15080	43588
12630	18284	15463	32659
13622	18128	15325	32988
26968	18034	15259	30884
28814	18151	15448	30299
10766	18258	15278	27329
11980	18052	15402	33419
10502	18352	15521	33735
12704	18291	15220	27459
11402	18294	15435	31301
11702	18885	15553	31670
11232	19225	15447	31773
18610	18052	15493	29994
11374	18220	15284	27644
11528	18253	15478	27298
16762	18143	15331	45770
10644	18108	15428	33169
39392	18171	15432	60641
11938	30371	15291	29452
31730	18044	15400	58272
11086	18331	15555	27790
18008	27200	21455	29477
11374	18170	15461	32704
13274	17958	15352	27524
15396	18395	15417	27109
11600	18299	15497	34454
14530	31227	15556	31643
12366	28198	15418	31867
12220	29583	15436	30802
12074	20978	17206	37136
11858	18292	47914	30739
11722	18275	15472	30215
21010	18235	15458	41027
12348	18158	14224	31956
33956	23711	16450	31279
11882	56050	15514	32969
32828	18272	15475	49210
11694	18117	15259	30646
11680	18145	15388	34036
22028	18022	15466	38171
10682	18155	15354	26975
12004	18183	15466	33866
13374	18385	15530	32694
12756	37787	15435	33092
11636	18094	15353	33012
11298	18292	15420	32999
32884	18411	15325	111322
11250	18195	15336	59779
11264	18154	15345	28292
11872	18120	15339	28494
11712	18181	15416	27228
11854	18078	15368	32533
11910	18118	15372	30283
12762	17964	15387	34795
11360	18335	15547	32762
11444	23774	15597	31560
12996	19350	18111	28050
18554	18798	15933	29715
13382	18318	15559	29067
15374	18321	15518	57206
10960	18556	15768	28036
26850	18276	15566	52223
11882	18295	15514	28328
13608	18310	15567	32140
11520	18486	15487	30220
11736	18536	15742	34119
26432	18496	15667	32661
11552	18507	15674	30639
12508	73365	15576	27223
15680	18320	15528	866203
14008	18464	15656	29949
11716	18507	15680	32669
31434	19880	15452	29070
13514	18357	15563	50089
16008	18255	15572	33731
10818	18601	15711	28491
11914	18390	15507	27469
22442	18471	15730	57464
13858	35580	15544	29826
64856	18625	15546	51484
11576	18284	15580	28113
17138	18268	15554	28780
14202	18261	15571	29649
13194	18322	15552	51890
11020	18294	15511	29044
13142	18592	15731	32067
12568	18266	15591	36241
16126	18435	15660	49516
12668	18545	15755	27764
13660	18292	15572	29751
18850	18342	15575	27989
12230	18511	31163	27489
11614	18329	15542	37627
11562	18434	15661	28448
11232	18304	15599	33499
15214	18518	15701	30296
11378	18340	15548	29358
10042	19124	15814	27544
13344	18513	16187	54358
11208	18308	15538	34366
11462	18301	15533	28850
12930	18390	15676	28508
10144	18549	15667	28482
11754	18425	15679	30424
16004	18372	15417	28236
13030	18268	15521	35341
11148	18608	15658	28316
14122	18534	15614	30230
12164	18391	15572	28555
12502	18338	15570	29112
11190	18561	15574	29724
11294	18340	15478	28198
14870	18300	15522	55286
10818	18522	15684	28109
16248	18307	15587	49358
11976	18299	15694	31946
11688	18650	41780	30810
11374	18580	15647	28643
10940	18414	15662	30334
10734	18570	15630	28196
16864	18319	15525	62934
12074	18297	15550	32676
11788	18565	15658	31180
13162	47001	32496	28408
12276	18441	15636	29399
11740	18370	15660	28034
14400	18305	15554	29400
11020	18235	15541	33682
12794	18298	15598	29984
12668	18321	15631	28373
14272	18329	15565	29011
16050	20692	17458	48216
11660	18362	15581	32515
25726	18854	15607	28035
11910	18424	15742	29297
11824	18405	15531	839845
12216	18508	15574	28316
10122	18490	15691	28928
11054	34426	15530	27794
10544	18472	15759	33106
12456	18781	15531	30929
37764	32740	15740	28885
11966	18368	15552	27748
30728	21055	20485	35318
11830	18553	15764	33517
34390	31451	15624	56899
28300	20257	15738	30184
12338	18312	15514	28947
12070	18253	15526	31270
17402	18467	15664	29041
36254	18761	67173	41829
12696	18297	15521	31356
12244	18441	15657	35061
11462	18395	15444	32424
39180	18182	29632	27675
26960	18382	15677	53264
13010	18262	40624	28329
25580	18102	15333	37601
12160	18341	15427	27203
12150	18139	15279	45206
11246	18155	15304	37791
12262	18058	15332	28656
15354	18097	15334	33884
29420	18084	15345	33005
12272	40345	15319	33775
10328	18138	15362	31949
14704	18081	15478	44131
11774	17975	15398	28431
10954	18299	15407	30494
10526	18340	15520	32201
11646	18075	15381	32983
10560	18193	15455	27284
12428	18235	15465	28305
11608	18029	15293	29262
13782	18276	15458	31685
12070	18352	15410	28256
18474	20092	16917	30594
11750	18753	15215	28160
37608	18064	15297	40194
12008	20601	15849	31548
27500	18290	15417	40982
11142	18071	15384	29555
11948	18143	15384	27283
10606	18101	15333	27579
11152	18038	15336	28163
12516	18320	15433	30929
24408	18173	15374	100643
12950	18168	15461	33388
12502	18271	15467	33971
11256	18723	15624	30956
13410	18593	15473	27198
13072	18344	15465	31693
15520	18590	15802	51683
12258	18353	15452	30060
11284	18320	15405	27946
29166	23803	15927	39277
12808	18024	15320	26800
32578	18227	15368	35678
13806	18296	15437	30895
22800	18221	15475	28221
14902	18338	15493	29125
10794	18234	15463	28282
12310	18368	15504	30117
12700	18072	15311	30112
11392	18346	15432	27023
12112	18230	15447	27382
32102	18202	15334	30877
26188	18115	15352	46182
11876	18048	15340	1150464
23938	18102	15302	27843
11868	18233	15405	32445
14640	18191	15532	45394
12314	18072	15294	30780
13548	18039	15312	28277
11416	18094	15345	29282
15218	18373	15509	91884
11434	18297	15414	29966
11684	18307	15415	29825
10630	18123	15382	32068
11490	18698	15478	28159
11274	18007	15330	39031
11434	18454	30767	38479
11236	18304	15451	31137
21914	18090	15396	1587628
11708	18307	15463	27348
30272	20819	17525	37566
34324	18204	15425	31501
15970	35629	15438	27887
14282	18084	15427	64997
13656	18358	15487	29318
13764	50887	15392	28867
11034	18327	15268	32038
10418	18220	15333	27114
13576	18250	15347	32493
10784	18279	15403	29402
11876	18122	15347	29853
12206	18077	15362	37189
11214	18349	15422	38694
14822	18378	15454	32049
12498	18251	27899	28837
14508	18310	15462	33026
14536	18244	15464	27345
16596	18307	41910	36046
26762	18589	15407	28517
15152	18143	15384	33449
11424	18097	15392	27999
11090	18272	15462	28062
12738	18122	15351	29861
12658	18570	15314	44220
11462	18141	15491	28432
12550	18253	15531	29084
12658	18025	15315	27840
11180	18122	15337	32502
11830	18032	15334	30152
11236	18135	15399	34041
11284	18214	15463	33885
12888	18104	15348	61762
63148	18060	15320	848219
12356	18129	15379	29114
11368	22805	43429	28890
12522	18096	15361	37107
9684	18097	15357	31963
12304	18261	15454	32673
13424	18309	128635	29015
11782	37980	21880	26975
12122	18181	15531	31839
12220	18287	15430	28462
11264	19652	48479	31433
11646	18325	15315	31058
13096	18217	15446	27392
36220	18069	15349	48162
11410	18317	15360	26985
11608	18157	15347	32747
11966	18350	15394	27582
12254	18267	15440	32644
13462	18347	15470	28876
11090	18158	15398	28746
11948	17995	15344	32653
11500	18078	15341	28544
10522	18117	15324	27969
13956	18695	27508	28209
11298	18111	15333	28348
12174	18058	15357	28801
11462	18060	15398	41408
10940	18402	27024	32597
10846	18171	15457	27793
11468	18125	15410	34125
11840	18217	15545	29567
12000	18287	15425	33754
11308	18127	15300	28950
13520	18250	15434	28552
12160	46812	15434	29291
11628	18116	15342	29912
11774	18254	15457	33974
12310	18107	15284	27793
11868	18110	15314	28748
11368	18005	15302	28785
12620	18425	15526	32003
11364	18073	15344	33341
11614	17968	15387	32095
15176	18047	15414	28259
11208	18634	36452	30083
10446	18401	15443	26806
15368	18113	15380	29691
11260	18152	15391	33904
11190	18064	15328	29590
12400	18115	15317	33492
11552	18117	15333	27371
11810	18156	15358	31130
11768	18262	15427	29996
13120	18217	15439	28728
10908	18427	15476	30615
11830	24103	15878	51152
11896	18242	15431	141499
12554	18304	15456	28402
12366	18091	15280	32796
9468	18123	15362	31966
12836	18077	15348	32252
12004	18195	15350	50749
13280	18264	15500	29173
46766	18120	15358	31518
11622	18098	15390	27329
12262	18106	29567	28901
11608	18216	15470	29734
11280	18096	15291	37786
11928	18210	15336	31943
13688	18260	15451	32213
54800	18339	15408	33475
11076	18235	33343	31080
12846	18132	15402	30371
11622	18036	15332	34809
52842	35317	16020	33695
12634	18481	16100	28502
11910	18270	15468	28177
11156	18312	15539	32224
12690	18259	15492	29400
11768	18286	19664	30615
13458	29675	15391	37368
12616	18507	15529	127545
11890	18311	15520	37430
15462	18541	29612	30880
11730	18117	15506	28491
11142	18009	15385	33550
11010	18091	15386	33513
11090	18264	15478	35348
13806	18157	15462	32339
13914	18348	15442	30860
14752	18172	15407	29273
11590	18114	15318	43885
10668	18095	15385	32513
13754	18344	15492	49352
10836	18122	15401	28369
11660	18129	28436	28387
11510	17976	15390	28753
10704	18078	15320	30248
11792	18320	15474	26990
13774	18262	15465	32963
12126	18066	28131	30283
26300	18225	15483	40155
11614	33947	15374	27256
13872	18112	15335	32724
12422	18020	15396	32814
11242	18114	15337	27309
10780	18149	15351	32708
12394	109534	33714	27325
14216	18031	15377	33813
12814	18013	15363	27488
13750	18117	15296	39819
11764	18111	15437	43029
12982	18072	15388	34721
12964	18239	15425	28067
18884	18616	15475	36724
11966	18078	15310	28498
12560	18169	15404	28789
12536	18313	15425	30631
12178	18241	15314	27874
12450	18107	15395	34672
13622	18523	15718	28353
20480	18282	15545	28883
12094	18288	15584	34336
12230	18322	15569	34414
12366	18356	15564	28213
11128	18465	15685	38596
12122	18338	15567	35170
14348	35375	15569	30569
14474	18527	15611	43753
17086	18258	15567	27546
11454	18674	20775	27694
43708	18541	15685	29860
10964	18455	15675	32828
11434	18285	15557	34492
14240	18303	15633	52080
11082	18642	15544	31482
13208	18301	15527	39063
12074	18490	15680	29383
12014	18558	15718	29604
12414	18494	15829	30933
13128	18481	15645	47720
15858	18566	15832	32959
12560	18395	15510	30719
12050	18431	15720	33404
12210	18429	73499	27945
11312	18563	15553	30446
13444	18305	15528	28553
12516	62568	91328	34257
12380	18284	51544	30050
12700	18304	15577	34978
11840	18575	15716	28732
11322	18515	15645	33890
11684	18307	15557	33439
12498	18531	15717	29633
12456	18273	15575	29651
11792	18295	15541	34018
12304	18420	15654	30255
11664	18627	15807	29061
14690	18905	17252	30133
12498	18342	15554	30275
24276	18335	15534	44846
12070	18317	15538	34811
11340	18225	15521	31664
12728	31545	15592	33769
12400	18585	15724	34139
12140	18334	15555	33800
11622	18307	15565	33797
11948	18245	15532	34308
18662	18631	15740	28113
12022	18696	15722	32952
10912	18454	15671	28506
37716	18753	15618	39178
26390	18459	15687	57997
12244	18347	15522	45224
11806	18526	15657	28789
