2091256	18399	18163952	42393
1810784	18461	18098296	61547
1819908	18417	18163952	42051
1677420	18415	18126004	26226
2921228	18400	18152508	62269
12197244	21029	20071002	56465
1735960	18435	18193468	26249
1600332	18487	18169374	30121
1736524	18403	18179011	32232
8311832	18408	18172988	41211
1714604	18540	18303698	27851
1750048	18421	18071792	32636
2124312	18385	18159134	55452
3105884	18449	18105524	69177
12174412	18428	18109741	30319
11545884	18383	18146484	46204
2710960	18397	18168169	29081
3273320	18405	18139858	41901
8073216	18429	18160941	35544
1717440	18391	18169374	28242
1600600	18412	18160941	26768
1705408	18444	37774757	28965
1917124	18415	18192263	26806
1582472	18372	18197684	34014
1690848	18407	18160338	30412
1656788	22581	19068084	27909
1693676	18491	18155520	45355
1972724	18371	18213948	33312
1724772	18484	35261741	27831
1630340	18365	18121185	32330
3474284	18440	18137449	46724
1751100	18442	18133232	26443
1777488	30682	21688320	63326
1822124	18405	18197082	55368
1746520	18374	18177204	1628892
1676568	18413	18163350	31933
1682620	18407	18130823	31949
1691788	18439	18112150	27203
1675848	18390	18212743	28215
1675296	18409	18159134	27000
1914224	18427	18165157	28762
1857432	18404	18165760	98841
1793240	19910	18633788	28970
2969208	18389	18232018	47601
3200292	18390	18145882	29011
1815592	18411	18144075	27223
2808708	18394	18184432	26679
1870660	18397	18191661	27777
1690156	18402	18232018	26903
1747724	18422	18182625	32072
1639224	18409	18195877	27189
1672936	18481	18073600	29041
1760132	19095	18062155	75809
1615132	18515	58660141	30501
2213712	18382	18165157	29594
1690404	18377	18145882	26807
1834100	18385	18053120	30654
11919720	18401	18172988	28210
1814604	18398	18132630	59032
1689136	18391	18147689	27469
1725700	18393	18197684	28182
1741920	18391	18160941	27936
1751156	18394	18179011	54241
1967728	18432	18117571	27311
9454900	18412	18162145	34258
10052228	18391	18206117	38199
1837980	18449	18191058	30651
1709340	18395	18098296	29204
1841280	18432	18080225	31880
1716500	18413	18183830	35675
1687452	18389	18153110	28557
9224484	18421	18171181	41042
1702928	18414	18074202	28890
1754520	18594	18162748	27278
1668848	18594	18172988	29950
1865616	18422	18137449	32520
1784952	18427	18107331	44944
2365236	18395	18148291	33582
1721856	22046	25307256	27607
4587368	18429	18183830	31016
11419912	18396	18177807	35042
1660800	18387	18159736	31122
1746716	19532	21040188	27519
1788280	18462	18185637	27557
1872860	18414	18156122	33262
1789324	18394	18041072	28457
3076300	18397	18213948	45425
1816144	18414	18172385	64962
1944656	18385	18152508	28778
2930844	18385	18219971	44665
11410284	18440	18177807	34949
1640440	18408	18136244	28305
1654016	18405	18176000	27469
1761440	18513	18166362	54976
2421284	18398	18137449	28385
1688684	18412	18617524	31755
1819636	18400	18184432	29902
1682204	18450	18072997	27594
1762248	18428	18177204	27129
1869984	18954	18127209	48008
3218348	18482	18083840	31370
1608144	18452	18101910	27786
